"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Feb 23 23:02:09 GMT 2022","Wed Feb 23 23:02:11 GMT 2022","2022","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesAllDatasValidAndPhoneNumerToo","AVINTY-010 Add on relative (all datas are valid and phone number too)",""
"skipped","Wed Feb 23 23:02:04 GMT 2022","Wed Feb 23 23:02:04 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","deletePatientNoRelativesButCancelTheProcess","AVINTY-003 Delete patient who has no relatives but cancel the progress at the end",""
"passed","Wed Feb 23 23:02:23 GMT 2022","Wed Feb 23 23:02:25 GMT 2022","2003","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesPhoneNumberFieldEmpty","AVINTY-017 Add on relatives but leave ""Phone number"" field empty",""
"skipped","Wed Feb 23 23:02:25 GMT 2022","Wed Feb 23 23:02:25 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","namesSortedABCOrder","AVINTY-024 Relatives are sorted in ABC order by their names",""
"skipped","Wed Feb 23 23:02:25 GMT 2022","Wed Feb 23 23:02:25 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasCancelTheProcess","AVINTY-019 Edit relative datas, but cancel the progress",""
"skipped","Wed Feb 23 23:02:25 GMT 2022","Wed Feb 23 23:02:25 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasValid","AVINTY-018 Edit relative datas (all datas are valid)",""
"skipped","Wed Feb 23 23:02:25 GMT 2022","Wed Feb 23 23:02:25 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasPhoneNumberInvalid","AVINTY-021 Edit relative datas (all datas valid but phone number invalid)",""
"failed","Wed Feb 23 23:02:13 GMT 2022","Wed Feb 23 23:02:15 GMT 2022","2035","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesBirthDateInvalid","AVINTY-012 Add on relative (all datas are valid but birth date is invalid)",""
"skipped","Wed Feb 23 23:02:25 GMT 2022","Wed Feb 23 23:02:25 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasBirthDateInvalid","AVINTY-022 Edit relative datas, modify the birt date to invalid date",""
"passed","Wed Feb 23 23:02:07 GMT 2022","Wed Feb 23 23:02:09 GMT 2022","2020","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesAllDatasValid","AVINTY-009 Add on relative (all datas are valid)",""
"skipped","Wed Feb 23 23:02:25 GMT 2022","Wed Feb 23 23:02:25 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasModifyRelationshipDropdown","AVINTY-023 Edit relative datas, modify the Relationship dropdown",""
"failed","Wed Feb 23 23:02:04 GMT 2022","Wed Feb 23 23:02:05 GMT 2022","1518","","tests.BasePageTest","","tests.BasePageTest","validateRelativesTableHeader","AVINTY-007 Check that relatives list wiew table headlines",""
"skipped","Wed Feb 23 23:02:04 GMT 2022","Wed Feb 23 23:02:04 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","deleteARelativeButCancelTheProcess","AVINTY-006 Delete a relative, but cancel the process",""
"failed","Wed Feb 23 23:02:15 GMT 2022","Wed Feb 23 23:02:17 GMT 2022","1999","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesCancelTheProgress","AVINTY-013 Add on relative (all datas valid), but cancel the progress",""
"failed","Wed Feb 23 23:02:19 GMT 2022","Wed Feb 23 23:02:21 GMT 2022","1947","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesLastNameFieldEmpty","AVINTY-015 Add on relative but leave ""Last name"" field empty",""
"broken","Wed Feb 23 23:02:11 GMT 2022","Wed Feb 23 23:02:13 GMT 2022","2023","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesPhoneNumerInvalid","AVINTY-011 Add on relative (all datas are valid but phone number is invalid)",""
