"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 24 11:50:49 GMT 2022","Thu Feb 24 11:50:51 GMT 2022","2283","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesPhoneNumberFieldEmpty","AVINTY-017 Add on relatives but leave ""Phone number"" field empty",""
"failed","Thu Feb 24 11:50:35 GMT 2022","Thu Feb 24 11:50:37 GMT 2022","2265","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesPhoneNumerInvalid","AVINTY-011 Add on relative (all datas are valid but phone number is invalid)",""
"skipped","Thu Feb 24 11:50:27 GMT 2022","Thu Feb 24 11:50:27 GMT 2022","0","","tests.BasePageTest","","tests.BasePageTest","deleteARelativeButCancelTheProcess","AVINTY-006 Delete a relative, but cancel the process",""
"passed","Thu Feb 24 11:50:42 GMT 2022","Thu Feb 24 11:50:44 GMT 2022","2232","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesFirstNameFieldEmpty","AVINTY-014 Add on relative but leave ""First name"" field empty",""
"failed","Thu Feb 24 11:51:00 GMT 2022","Thu Feb 24 11:51:02 GMT 2022","2143","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasBirthDateInvalid","AVINTY-022 Edit relative datas, modify the birt date to invalid date",""
"passed","Thu Feb 24 11:51:02 GMT 2022","Thu Feb 24 11:51:04 GMT 2022","2211","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasModifyRelationshipDropdown","AVINTY-023 Edit relative datas, modify the Relationship dropdown",""
"failed","Thu Feb 24 11:50:33 GMT 2022","Thu Feb 24 11:50:35 GMT 2022","2294","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesAllDatasValidAndPhoneNumerToo","AVINTY-010 Add on relative (all datas are valid and phone number too)",""
"passed","Thu Feb 24 11:50:26 GMT 2022","Thu Feb 24 11:50:27 GMT 2022","1646","","tests.BasePageTest","","tests.BasePageTest","clickingOnPatientName","AVINTY-001 Clicking on a patient name",""
"failed","Thu Feb 24 11:50:55 GMT 2022","Thu Feb 24 11:50:58 GMT 2022","2124","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasPhoneNumberValid","AVINTY-020 Edit relative datas (all datas and phone number valid)",""
"skipped","Thu Feb 24 11:50:27 GMT 2022","Thu Feb 24 11:50:27 GMT 2022","1","","tests.BasePageTest","","tests.BasePageTest","deletePatientNoRelativesButCancelTheProcess","AVINTY-003 Delete patient who has no relatives but cancel the progress at the end",""
