"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 25 10:01:45 GMT 2022","Fri Feb 25 10:01:47 GMT 2022","2013","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasCancelTheProcess","AVINTY-019 Edit relative datas, but cancel the progress",""
"failed","Fri Feb 25 10:01:55 GMT 2022","Fri Feb 25 10:01:58 GMT 2022","2221","","tests.BasePageTest","","tests.BasePageTest","namesSortedABCOrder","AVINTY-024 Relatives are sorted in ABC order by their names",""
"failed","Fri Feb 25 10:01:29 GMT 2022","Fri Feb 25 10:01:31 GMT 2022","2131","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesPhoneNumerInvalid","AVINTY-011 Add on relative (all datas are valid but phone number is invalid)",""
"failed","Fri Feb 25 10:01:21 GMT 2022","Fri Feb 25 10:01:23 GMT 2022","1496","","tests.BasePageTest","","tests.BasePageTest","validateRelativesTableHeader","AVINTY-007 Check that relatives list wiew table headlines",""
"failed","Fri Feb 25 10:01:37 GMT 2022","Fri Feb 25 10:01:39 GMT 2022","2054","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesLastNameFieldEmpty","AVINTY-015 Add on relative but leave ""Last name"" field empty",""
"failed","Fri Feb 25 10:01:47 GMT 2022","Fri Feb 25 10:01:49 GMT 2022","1996","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasPhoneNumberValid","AVINTY-020 Edit relative datas (all datas and phone number valid)",""
"passed","Fri Feb 25 10:01:23 GMT 2022","Fri Feb 25 10:01:24 GMT 2022","1631","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesButton","AVINTY-008 Check add on relative button",""
"passed","Fri Feb 25 10:01:20 GMT 2022","Fri Feb 25 10:01:21 GMT 2022","1534","","tests.BasePageTest","","tests.BasePageTest","deleteARelativeButCancelTheProcess","AVINTY-006 Delete a relative, but cancel the process",""
"failed","Fri Feb 25 10:01:33 GMT 2022","Fri Feb 25 10:01:35 GMT 2022","2113","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesCancelTheProgress","AVINTY-013 Add on relative (all datas valid), but cancel the progress",""
"failed","Fri Feb 25 10:01:26 GMT 2022","Fri Feb 25 10:01:29 GMT 2022","2153","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesAllDatasValidAndPhoneNumerToo","AVINTY-010 Add on relative (all datas are valid and phone number too)",""
"passed","Fri Feb 25 10:01:35 GMT 2022","Fri Feb 25 10:01:37 GMT 2022","2124","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesFirstNameFieldEmpty","AVINTY-014 Add on relative but leave ""First name"" field empty",""
"passed","Fri Feb 25 10:01:18 GMT 2022","Fri Feb 25 10:01:20 GMT 2022","1571","","tests.BasePageTest","","tests.BasePageTest","deleteARelative","AVINTY-005 Delete a relative",""
"failed","Fri Feb 25 10:01:39 GMT 2022","Fri Feb 25 10:01:41 GMT 2022","2112","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesBirthDateFieldEmpty","AVINTY-016 Add on relative but leave ""Birth date"" field empty",""
