"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Feb 24 15:01:16 GMT 2022","Thu Feb 24 15:01:18 GMT 2022","2473","","tests.BasePageTest","","tests.BasePageTest","namesSortedABCOrder","AVINTY-024 Relatives are sorted in ABC order by their names",""
"failed","Thu Feb 24 15:00:45 GMT 2022","Thu Feb 24 15:00:47 GMT 2022","2394","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesPhoneNumerInvalid","AVINTY-011 Add on relative (all datas are valid but phone number is invalid)",""
"passed","Thu Feb 24 15:01:13 GMT 2022","Thu Feb 24 15:01:16 GMT 2022","2276","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasModifyRelationshipDropdown","AVINTY-023 Edit relative datas, modify the Relationship dropdown",""
"failed","Thu Feb 24 15:00:42 GMT 2022","Thu Feb 24 15:00:45 GMT 2022","2342","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesAllDatasValidAndPhoneNumerToo","AVINTY-010 Add on relative (all datas are valid and phone number too)",""
"failed","Thu Feb 24 15:01:09 GMT 2022","Thu Feb 24 15:01:11 GMT 2022","2287","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasPhoneNumberInvalid","AVINTY-021 Edit relative datas (all datas valid but phone number invalid)",""
"failed","Thu Feb 24 15:00:49 GMT 2022","Thu Feb 24 15:00:52 GMT 2022","2429","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesCancelTheProgress","AVINTY-013 Add on relative (all datas valid), but cancel the progress",""
"failed","Thu Feb 24 15:00:32 GMT 2022","Thu Feb 24 15:00:33 GMT 2022","1345","","tests.BasePageTest","","tests.BasePageTest","deletePatientWithRelatives","AVINTY-004 Delete patient who has relatives",""
"failed","Thu Feb 24 15:01:11 GMT 2022","Thu Feb 24 15:01:13 GMT 2022","2267","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasBirthDateInvalid","AVINTY-022 Edit relative datas, modify the birt date to invalid date",""
"passed","Thu Feb 24 15:00:52 GMT 2022","Thu Feb 24 15:00:54 GMT 2022","2496","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesFirstNameFieldEmpty","AVINTY-014 Add on relative but leave ""First name"" field empty",""
"passed","Thu Feb 24 15:00:40 GMT 2022","Thu Feb 24 15:00:42 GMT 2022","2369","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesAllDatasValid","AVINTY-009 Add on relative (all datas are valid)",""
"passed","Thu Feb 24 15:00:38 GMT 2022","Thu Feb 24 15:00:40 GMT 2022","1741","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesButton","AVINTY-008 Check add on relative button",""
"failed","Thu Feb 24 15:00:57 GMT 2022","Thu Feb 24 15:00:59 GMT 2022","2337","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesBirthDateFieldEmpty","AVINTY-016 Add on relative but leave ""Birth date"" field empty",""
"failed","Thu Feb 24 15:00:36 GMT 2022","Thu Feb 24 15:00:38 GMT 2022","1619","","tests.BasePageTest","","tests.BasePageTest","validateRelativesTableHeader","AVINTY-007 Check that relatives list wiew table headlines",""
"passed","Thu Feb 24 15:00:29 GMT 2022","Thu Feb 24 15:00:30 GMT 2022","1614","","tests.BasePageTest","","tests.BasePageTest","deletePatientNoRelatives","AVINTY-002 Delete patient who has no relative",""
"passed","Thu Feb 24 15:00:33 GMT 2022","Thu Feb 24 15:00:35 GMT 2022","1692","","tests.BasePageTest","","tests.BasePageTest","deleteARelative","AVINTY-005 Delete a relative",""
"failed","Thu Feb 24 15:00:54 GMT 2022","Thu Feb 24 15:00:57 GMT 2022","2352","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesLastNameFieldEmpty","AVINTY-015 Add on relative but leave ""Last name"" field empty",""
"failed","Thu Feb 24 15:01:06 GMT 2022","Thu Feb 24 15:01:09 GMT 2022","2278","","tests.BasePageTest","","tests.BasePageTest","editRelativeDatasPhoneNumberValid","AVINTY-020 Edit relative datas (all datas and phone number valid)",""
"failed","Thu Feb 24 15:00:47 GMT 2022","Thu Feb 24 15:00:49 GMT 2022","2487","","tests.BasePageTest","","tests.BasePageTest","addOnRelativesBirthDateInvalid","AVINTY-012 Add on relative (all datas are valid but birth date is invalid)",""
